,id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet
8351,1396404772807184390,United News of India,"New Delhi, Delhi",Official twitter handle of UNI - India's premier multilingual news agency!,2015-06-01 14:00:31,3010,0,62,False,2021-05-23 09:56:56,"Pfizer, AstraZeneca vaccines 'highly effective' against B.1.617.2 variant: Study
#PfizerBioNTech 
#AstraZeneca… https://t.co/QT0ziCR5eB","['PfizerBioNTech', 'AstraZeneca']",TweetDeck,0,0,False
5348,1358433938813952000,Grizzle Guts 🐸,🌍 ,,2019-09-23 14:10:22,18,52,1101,False,2021-02-07 15:14:24,"HAVE YOU or do you know of anyone who has HAD THE PFIZER VACCINE?

DID YOU or THEY EXPERIENCE ANY SIDE EFFECTS?
 
P… https://t.co/nINMmUJkz8",,Twitter for Android,2,1,False
4709,1354710058492436480,TheRag,Ragbag Of Reviews And Insights,siya@mmvii.co.za/heelextension@gmail.com,2019-02-11 18:11:23,486,5007,72,False,2021-01-28 08:37:01,"#Biden #Covid19 Fanclub Continues To Grow https://t.co/YlBtgwnVFg “Thank you, President Biden,” said Pesicka. #PPE… https://t.co/nMn9OYi1OH","['Biden', 'Covid19', 'PPE']",Twitter Web App,1,0,False
7386,1376467756313309186,theSun,Petaling Jaya,Breaking news updates from the website of Malaysia's free and largest circulating urban newspaper. Like Thesundaily on Facebook & Instagram.,2009-07-29 01:58:44,143563,461,174,False,2021-03-29 09:34:21,"The number of Covid-19 cases today, 29 Mar 2021.

Remember to observe safety and protective measures when you’re ou… https://t.co/YnQie3x7lk",,Twitter for iPhone,2,3,False
4027,1351773916142956546,Juan Antonio Llorente Gómez,"El Espino, La Chorrera, Panamá",CUENTA PERSONAL 32 años. Panameño. #Aries Soltero. No tengo hijos. Estudio Inglés. Tuiteo para expresarme libremente. Sometimes I tweet & retweet in English.,2012-12-31 23:49:45,1058,701,13697,False,2021-01-20 06:09:51,"#BREAKING 🌎

#Panama 🇵🇦 has just received 12,840 doses of the #PfizerBioNTech Vaccine. 💉
#PanavaC19 #LlegadaVacunas… https://t.co/e1I0MHJdCG","['BREAKING', 'Panama', 'PfizerBioNTech', 'PanavaC19', 'LlegadaVacunas']",Twitter for Android,0,0,False
2498,1346789940991053832,fabfrankie1-italy 💙,The Valleys,"Wife,mum of 3,sister,aunty+friend. Is a slave to 2 cats.Treats people how she likes to be treated believes in karma & laughter. Be kind. NO DM'S OFF MEN🔫🗡💉💣",2013-01-27 23:04:53,19810,19595,70041,False,2021-01-06 12:05:18,"@JanetEBaldwin @UKChange Oh so sorry Janet, I saw older ppl getting the 2nd jab on the tv so maybe it’s a postcode… https://t.co/8ONJNEIfYd",,Twitter for iPad,0,1,False
6819,1370501924873703432,"Alex Tang, PA-C, MBA","New York, USA",A PA turned Healthcare Administrator 💯 — Always pushing boundaries. All posts reflects my own personal view.,2009-04-17 01:54:08,295,900,461,False,2021-03-12 22:28:16,💉 it happened. Giving shots like @Oprah with gifts. Thank you for your support @RepGraceMeng. #COVID19… https://t.co/sWfPlJZOqE,['COVID19'],Twitter for iPhone,0,0,False
318,1339033432056217605,Free Malaysia Today,Malaysia,Free and Independent #FMTNews Telegram: https://t.co/Xs6LInzbeK,2010-01-05 16:17:15,165287,1,0,False,2020-12-16 02:23:42,Supplier Fosun Pharma will be making an initial payment of €125 mil by year-end for 50 million doses. #FMTNews… https://t.co/Gsr2dRfCCn,['FMTNews'],Twitter Web App,1,0,False
8996,1413362795748413441,Alex von Witzleben,Brussels,"Retired, PhD CAU Kiel #EUI #EconomicHistory @EU_Commission #Brussels #Europe #startups, innovative green policies #ClimateActionNow #EUGreenDeal #populism",2011-02-17 16:21:04,17634,15375,27138,False,2021-07-09 05:02:04,BioNTech/Pfizer plan to trial Delta variant vaccine in August amid fears that existing jabs will offer less protect… https://t.co/HONynYU0U9,,Twitter for Android,1,2,False
6889,1371121383929942024,Unidad Mama Hospital La Paz,Madrid,Unidad multidisciplinar acreditada en el diagnóstico y tratamiento de la Patología Mamaria. #cancerdemama #breastcancer #HospitalLaPaz,2020-05-08 21:48:26,483,482,445,False,2021-03-14 15:29:46,Armpit Swelling After #COVID-19 #PfizerBioNTech  Vaccine May Mimic Breast Cancer https://t.co/pvWmE63pgI a través de @medscape,"['COVID', 'PfizerBioNTech']",Twitter Web App,1,1,False
7133,1373893470465720320,Milad,"Dubai, United Arab Emirates",Experienced cybersecurity thought leader and strategist,2012-06-13 05:48:21,3220,289,4364,False,2021-03-22 07:05:03,"Today we got out 2nd dose of the #PfizerBiontech vaccine. Thank you @DHA_Dubai, and all frontline helpers who made… https://t.co/nlcUBZef91",['PfizerBiontech'],Twitter Web App,0,4,False
1322,1341670924882501635,Mariane,,Office Assistant and Social Media Executive at @ForbesME || @Forbes_MENA_,2020-11-23 06:22:45,18,39,727,False,2020-12-23 09:04:10,"If UAE made it, I trust it but it’s not them who made it. 
#Pfizer #BioNTech #PfizerBioNTech #COVID19 #vaccination https://t.co/bEbpXfJOHz","['Pfizer', 'BioNTech', 'PfizerBioNTech', 'COVID19', 'vaccination']",Twitter for iPhone,0,0,False
10369,1436836835481817089,James (UnfilteredTruth),"England, United Kingdom",Successful Business Owner/ Entrepreneur & Crypto trader. Previous Snr. Management in Big Pharma for 15 yrs (Vaccine Manufacturing) so I KNOW what's happening ☠,2009-03-09 19:33:09,29,168,3172,False,2021-09-11 23:39:31,"TRAGIC DEATH OF A 13 YEAR OLD AFTER 2nd JAB.
I'm so disgusted and angry....but unfortunately, we WILL see and hear… https://t.co/GHA5LQoSm4",,Twitter for Android,0,0,False
2157,1345397875778457601,Christie Elan-Cane,Pronoun: per/per/perself,NON-GENDERED - Fighting for Legal Recognition,2013-12-06 22:55:09,561,1,287,False,2021-01-02 15:53:44,The #UK's AstraZeneca vaccine is less effective than US's #PfizerBioNTech and #Moderna. #UK Government ordered insu… https://t.co/o40Z55ODE8,"['UK', 'PfizerBioNTech', 'Moderna', 'UK']",Twitter Web App,1,1,False
6936,1371465824159084547,Felix,,🇨🇦 proud to be Canadian 🇨🇦,2020-02-18 03:56:45,107,205,231,False,2021-03-15 14:18:27,@jkwan_md I remain optimistic after receiving my 2 doses of #PfizerBiontech vaccine. I remain hopeful we can turn t… https://t.co/3GaPLup3gi,['PfizerBiontech'],Twitter for Android,0,12,False
2490,1346801690046062594,Rechtsanwalt Thomas Böhnke,"Hamburg, Germany","Nur Wahrheit und Aufrichtigkeit schaffen Gerechtigkeit und Frieden
Only truth and honesty create justice and peace",2020-03-27 15:41:58,184,94,7998,False,2021-01-06 12:51:59,"Gifts better passed on:

First the donkey and than we will see ...

#ThreeMagi #vaccine #PfizerBioNTech #Moderna https://t.co/SRADMGML9L","['ThreeMagi', 'vaccine', 'PfizerBioNTech', 'Moderna']",Twitter Web App,0,0,False
2420,1347107449178877952,maddymaddy2021,,,2021-01-02 09:53:59,8,11,79,False,2021-01-07 09:06:58,"88-year-old dies hours after #CovidVaccine ; doctors stress he was seriously ill
https://t.co/NmfzqzyDIa #Pfizer… https://t.co/E0G8B7hYzl","['CovidVaccine', 'Pfizer']",Twitter Web App,0,0,False
4811,1355117921987661824,vasan,,"A Biotech/Vaccine Research, Navy Dad, Private Pilot, Disability rights Activist, Environmentalist, Crisis Counseler and CI recipient",2010-07-22 02:20:47,42,127,824,False,2021-01-29 11:37:44,"@Laurie_Garrett Extrapolating on the data, it appears the same is the case with #PfizerBioNTech and #Moderna or eve… https://t.co/2v1hWDm5Wr","['PfizerBioNTech', 'Moderna']",Twitter for iPhone,1,0,False
5269,1357807931236909056,Irfan Khan عرفان,Los Angeles,LA Times Staff Photographer. Covering early morning breaking news. Sundays I play cricket.,2010-11-09 19:12:18,6045,912,4556,True,2021-02-05 21:46:52,Mass vaccination site opens at Cal Poly Pomona. Next up: Levi's Stadium in Santa Clara  https://t.co/zRjk4wfzgn… https://t.co/nveWtGff9t,,Twitter Web App,11,29,False
476,1341013831645097991,Mohamed Sleem,"Brooklyn, NY","ICU Nurse, hobby farmer, bee keeper, swimmer, traveler, and professor of the run on sentence 🇵🇸",2009-10-06 01:36:17,79,131,448,False,2020-12-21 13:33:06,"Months of fighting Covid in the ICU, I am grateful for always having PPE to keep me covid free. The relief of getti… https://t.co/4U14Q8VCqV",,Twitter for iPhone,0,5,False
10361,1437053782731395076,Martin Vogt,Basel Switzerland,"https://t.co/CKJEZYheHk - NVS scientist & photographer, blogger focused on #travel, #fineart, #globalhealth and #documentary #photography #crypto",2013-05-03 13:19:38,1701,1549,1629,False,2021-09-12 14:01:35,I’m fully vaccinated with and am planning to get the booster shot as well when I’m eligible. I will continue wearin… https://t.co/UMDv7NaLJu,,Twitter for iPhone,0,9,False
4963,1355898280169918466,Vax Fax,"Manchester, England",Learn the risks before you get jabbed.,2020-10-14 17:59:28,1791,1934,11825,False,2021-01-31 15:18:36,"#COVID19 #vaccine
#PfizerBioNTech dosing schedule. 
From the British Medical Journal: UK a living laboratory - coul… https://t.co/m5L9eHB0li","['COVID19', 'vaccine', 'PfizerBioNTech']",Twitter for Android,11,13,False
7552,1378824933866938373,FirstThinkThenAct,,"Dad, husband, Global Management, Global citizen, Motivational Speaker, Industrial Asset Integrity Management",2020-07-16 02:56:00,10,0,230,False,2021-04-04 21:40:56,"Hallo CNN, not Trump, and not the operation #warpspeed, but Merkel's Germany developed the worlds first and worlds… https://t.co/9CfdDSAShK",['warpspeed'],Twitter for Android,1,0,False
6579,1368560482425200640,Æ,Rwanda,🖕,2020-03-18 07:13:14,514,967,47,False,2021-03-07 13:53:40,@IGIHE @OIFrancophonie @LMushikiwabo #AstraZeneca and #PfizerBiontech  hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁😁,"['AstraZeneca', 'PfizerBiontech']",Twitter for Android,0,0,False
2715,1347384112521175040,Global Markets Forum,,"The team behind Reuters community for global finance pros. Mild-mannered journalists by night, macroholics by day.",2013-09-24 14:34:29,12965,2357,775,False,2021-01-08 03:26:20,Just in: @pfizer says its #COVID19 #vaccine appears to work against #Mutation found in #UK #SouthAfrica #virus… https://t.co/XTJ1BRp5x3,"['COVID19', 'vaccine', 'Mutation', 'UK', 'SouthAfrica', 'virus']",TweetDeck,8,7,False
2920,1347634780263698433,Sherry,Canada,Leave this world a little better than you found it. —Robert Bade-Powell,2009-07-15 15:40:50,1271,1507,45004,False,2021-01-08 20:02:24,@WHO @DrTedros You endorse #PfizerBioNTech being given improperly. Shame on you for not following guidelines set by… https://t.co/hvVq2jFuUK,['PfizerBioNTech'],Twitter for iPhone,0,0,False
631,1339882658063671297,Gaggan Sabherwal,,"Award winning Investigative Journalist & Reporter (खोजी पत्रकार , الصحفي التحقيقي).📸:GagganSabh07. Facebook : 
https://t.co/u2xUFjGzxg",2009-07-12 08:30:41,660,902,5,False,2020-12-18 10:38:14,It was wonderful interviewing #DrDineshSaralaya from @BTHFT about the various misconceptions around the… https://t.co/N1UWHF3g1c,['DrDineshSaralaya'],Twitter Web App,2,3,False
3489,1349856803174039552,Anonymous🐾🎗️ 🏴,,"In the name of all #digital warriors, we warriors promise to participate in the #Anonymous.CC3 #AntiSec #HackThePlanet #AnonOps 
🏴
#CyberSecurity & #AnonNews",2016-05-15 07:49:47,25755,982,241753,False,2021-01-14 23:11:55,😷💉The leaked #vaccine data is now circulating on hacker forums including Russian-speaking ones.… https://t.co/aHKqAXg63V,['vaccine'],Twitter Web App,3,4,False
4349,1352689211355357185,The News Tribe,"Islamabad, Pakistan",Official Twitter account of #TheNewsTribe,2017-02-27 06:09:57,192,85,24,False,2021-01-22 18:46:54,"Pfizer CEO Albert Bourla skipped his own company’s Covid-19 vaccine shot

Read more: https://t.co/PMuuJWOR1A… https://t.co/AYppgMDMMA",,TweetDeck,0,0,False
10951,1459843950945079304,theSun,Petaling Jaya,Breaking news updates from the website of Malaysia's free and largest circulating urban newspaper. Like Thesundaily on Facebook & Instagram.,2009-07-29 01:58:44,151824,465,587,False,2021-11-14 11:21:35,"The number of Covid-19 cases today, 14 November 2021.
Remember to observe safety and protective measures when you’r… https://t.co/AeuAiHMAre",,Twitter Web App,2,7,False
2448,1346869571265949696,Paul Bambury,"Wirral, UK","Politics, technology, gaming, sci-fi and other geeky stuff.",2016-01-27 13:12:08,352,446,18979,False,2021-01-06 17:21:44,So @pdsutter won't be wanting to use the #PfizerBioNTech or #OxfordAstrazeneca vaccines then? Once the EU actually… https://t.co/UBf6YHskMP,"['PfizerBioNTech', 'OxfordAstrazeneca']",Twitter Web App,0,0,False
1915,1345194343020318721,UxbEconomist,"London, England","City Trading & Economics. Incl Equity / FX / Commodities. Sports Incl NFL,Rugby. #ChelseaFC #WingChun + Art/ Science/ Birding #Brexit + PARLER : UXBEconomist",2016-05-11 22:36:17,4717,4494,97399,False,2021-01-02 02:24:58,Daily Mail saying GP’s aren’t happy about cancelling second dose appointments for over 80’s. Claiming a ‘breach of… https://t.co/3AsDcw9Jsr,,Twitter for iPhone,1,1,False
2024,1345238246335209472,प्रोफेसर डा अमरेश चंद्र पाण्डेय,"Varanasi, India","MSc,PhD Zoology(BHU), Professor,Author",2017-12-15 11:45:08,6449,4689,6539,False,2021-01-02 05:19:25,"#WorldHealthOrganization approves #PfizerBioNTech 
for #CoronaVirus treatment. 
@WHO https://t.co/JOiPgO7qIi","['WorldHealthOrganization', 'PfizerBioNTech', 'CoronaVirus']",Twitter Web App,1,1,False
5256,1357835024662482944,Debbie Lye,"London, England",OBE. Proud European. Believer in the power of sport and arts to enrich lives and connect communities.,2011-12-06 20:53:50,1001,595,6768,False,2021-02-05 23:34:31,A day of wonderful things viral - #jackieweaverhastheauthority @root66 centenary test century - and anti-viral… https://t.co/MBfLmbIqfN,['jackieweaverhastheauthority'],Twitter for iPad,0,2,False
2177,1345804202790932481,Adri GM 😼,,"Melomana 🎧, molusca 🐙, viajera ✈️, basquetbolera 🏀 Convoyente 🙌🏽🤘🏽🌈 Steelers Nation 💛🖤",2019-03-13 18:12:43,414,540,32845,False,2021-01-03 18:48:20,"¿@PfizerMx , is that you? 
#vaccine #vaccinations #PfizerBioNTech https://t.co/RgQila7TvI","['vaccine', 'vaccinations', 'PfizerBioNTech']",Twitter for iPhone,0,1,False
4856,1354898410562859011,AAA,microcompass@outlook.com,"Professor & Dean, Engineering, Construction Director, PM BECHTEL Metro Riyadh, ADNOC Refinery, US Airforce, Lockheed-Martin, NASA, COVID19 BIOP DECONTAMINATOR",2017-08-09 00:14:08,15,17,64,False,2021-01-28 21:05:28,True mRNA was well known and available so trial period was very short for conditional approval EAU FDA.  However no… https://t.co/V1jxSBFin0,,Twitter Web App,0,0,False
7283,1375127463202844673,Gulf News,United Arab Emirates,We don't just cover the news - we uncover the truth. The official Twitter feed from Gulf News.,2009-02-11 08:21:32,1205323,231,832,True,2021-03-25 16:48:30,#PfizerBiontech launch #COVID19 vaccine trial in kids under 12.   https://t.co/AYpL9zuB4e,"['PfizerBiontech', 'COVID19']",TweetDeck,1,18,False
2636,1347532115089494016,charlie croucher 💙,Isle of Wight ,"Passionate Nurse in the NHS, Practice Development Lead IOWNHS trust, Invested in the current and future workforce of our NHS. #nursingeducation #nursing",2018-02-14 11:11:45,126,152,529,False,2021-01-08 13:14:26,So privileged to be administering the #PfizerBioNTech  vaccine @IOWNHS monumental day #nhs #COVID19 https://t.co/1Jtef1TuwR,"['PfizerBioNTech', 'nhs', 'COVID19']",Twitter for iPhone,2,29,False
882,1339966249892257792,"Amber Hildreth, DO","Denver, CO",Pediatric Transplant Hepatologist at Presbyterian/St. Luke’s and Rocky Mountain Hospital for Children. @rmhcfamily #savekids #donatelife,2014-07-25 22:37:16,169,463,358,False,2020-12-18 16:10:24,"Today is the day! Feel very lucky to be in the first wave, when it’s your turn PLEASE receive your #CovidVaccine… https://t.co/i91hBzj6xD",['CovidVaccine'],Twitter for iPhone,0,3,False
1049,1340643941113278464,Tamina Rashell #FBPE,,"Pro EU  & Value NHS.  Interests Travel, Politics & theatre /film.  Retweets not endorsements.",2019-12-18 18:27:04,3104,4997,63779,False,2020-12-20 13:03:18,@SimonClarkeMP Give the NHS staff the resources and support they need to tackle this health crisis. The right suppl… https://t.co/ST5T1bWrA3,,Twitter Web App,0,2,False
5164,1357666013249216514,Visiting Angels North Yorkshire West,"Harrogate, England",To redefine the role of carers in society and by so doing deliver a new standard of person-centred care.,2020-11-30 08:54:40,25,67,78,False,2021-02-05 12:22:56,Another trip to the vaccination center #CovidVaccine #PfizerBioNTech #AstraZeneca #healthcare #nhs https://t.co/PsmDvzWcz5,"['CovidVaccine', 'PfizerBioNTech', 'AstraZeneca', 'healthcare', 'nhs']",Twitter for iPhone,0,2,False
5889,1363363043602620419,Victorian,,Australian,2020-08-25 14:54:23,18,58,3662,False,2021-02-21 05:40:54,@PRGuy17 #ScottytheQueueJumper resign...Australians deserve to get tge best vaccine #PfizerBioNTech not #astrazenecavaccine,"['ScottytheQueueJumper', 'PfizerBioNTech', 'astrazenecavaccine']",Twitter for Android,0,6,False
9524,1422924216475602945,JOE 🇦🇺,Sydney NSW (Gadigal Land) 🦘,"𝗣𝗼𝗹𝗶𝘁𝗶𝗰𝗮𝗹𝗹𝘆 𝗨𝗻𝘁𝗲𝘁𝗵𝗲𝗿𝗲𝗱 ● 𝗣𝗿𝗼𝘂𝗱 𝗦𝘆𝗱𝗻𝗲𝘆𝘀𝗶𝗱𝗲𝗿 ● 𝗙𝗶𝗻𝗮𝗹𝗹𝘆 𝗣𝗳𝗶𝘇𝗲𝗿𝗻𝗮𝘁𝗲𝗱 💉
🐌 ✉️ Me @ PO Box 666 Darlo NSW 1300",2017-11-03 20:10:27,615,4998,917,False,2021-08-04 14:15:44,Morrison told months ago of need for locally made Pfizer-style vaccines &gt;&gt; https://t.co/vlMIypAKQS - The federal go… https://t.co/qAF0lt8sAa,,Twitter Web App,0,1,False
